Company Name,Price,High,Low,Pct Increase
Time Technoplast Ltd.,41.6,65.5,22.75,82.85714286
Timken India Ltd.,1128.9,1228.9,650,73.67692308
Titan Company Ltd.,1301.6,1340.6,720,80.77777778
TATA MOTORS LTD - DVR Ltd.,69.1,84.4,28.35,143.7389771
Torrent Pharmaceuticals Ltd.,2647.3,3040,1619,63.51451513
Torrent Power Ltd.,307.25,368.75,239.65,28.20780305
Trent Ltd.,744.05,804.05,367.55,102.4350429
Trident Ltd.,7.48,8.57,3.05,145.2459016
TTK Prestige Ltd.,5828.05,6560.15,3918.05,48.74873981
TV Today Network Ltd.,200.85,304.1,128.35,56.48617063
TV18 Broadcast Ltd.,28.5,41.7,11.85,140.5063291
TVS Motor Company Ltd.,475.55,499.45,240.1,98.06330696
TVS Srichakra Ltd.,1547.15,1887,760,103.5723684
UCO Bank,11.87,22.2,8.4,41.30952381
Uflex Ltd.,335.1,376.8,119.95,179.3664027
Ujjivan Financial Services Ltd.,245.6,415.4,124.55,97.18988358
UltraTech Cement Ltd.,4910,4977.35,2913.15,68.54607555
Union Bank of India,24.85,65.7,22.6,9.955752212
United Breweries Ltd.,1034.45,1355.9,758.75,36.33607908
UPL Ltd.,429.5,614.8,240.3,78.73491469
V-Guard Industries Ltd.,172.9,239.55,149,16.04026846
V-Mart Retail Ltd.,2000,2545,1293.7,54.59534668
Va Tech Wabag Ltd.,188.1,236.45,73,157.6712329
Vaibhav Global Ltd.,2122,2122,490,333.0612245
Vakrangee Ltd.,26.55,55.5,17.1,55.26315789
Vardhman Textiles Ltd.,858.5,1104.95,592.9,44.79676168
Varroc Engineering Ltd.,300.7,525,119.2,152.2651007
Varun Beverages Ltd.,745,869.95,485.05,53.59241315
Vedanta Ltd.,107.35,166.05,60.3,78.026534
Venkys Ltd.,1551.1,1879,580,167.4310345
Vinati Organics Ltd.,1129.9,1417.95,651,73.56374808
VIP Industries Ltd.,325.2,519.9,187.95,73.02474062
Vodafone Idea Ltd.,9.29,13.45,2.61,255.9386973
Voltas Ltd.,773.5,803,428,80.72429907
VRL Logistics Ltd.,181,295.65,120.5,50.20746888
VST Industries Ltd.,3573.05,4856.45,2550,40.11960784
WABCO India Ltd.,5413.55,7622.95,4770.15,13.48804545
Welspun Corp Ltd.,107.1,233.7,55,94.72727273
Welspun India Ltd.,69.55,78,18.3,280.0546448
Westlife Development Ltd.,383.4,499.9,271.25,41.34562212
Whirlpool of India. Ltd.,2108.2,2570,1343,56.97691735
Wipro Ltd.,348.85,381.7,159.6,118.5776942
Wockhardt Ltd.,303.7,411.6,147.2,106.3179348
Zee Entertainment Enterprises Ltd.,189.6,362.5,114,66.31578947
Zensar Technologies Ltd.,196.6,211.9,63.7,208.6342229
Zydus Wellness Ltd.,1820,1950,1070,70.09345794
A & M Febcon Ltd.,1.63,22,1.09,49.5412844
A F Enterprises Ltd.,10.29,10.29,1.6,543.125
A Infrastructure Ltd.,26.25,33.4,9.05,190.0552486
A K Spintex Ltd.,23.25,30.25,10,132.5
A-1 Acid Ltd.,69.25,76,50,38.5
A.K.Capital Services Ltd.,261.8,334.4,152.8,71.33507853
A2Z Infra Engineering Ltd.,3.73,11.4,2.82,32.26950355
Aadhaar Ventures India Ltd.,0.49,0.58,0.49,0
Aadi Industries Ltd.,1.03,1.35,0.99,4.04040404
Aagam Capital Ltd.,46.5,192,30.45,52.70935961
Aamcol Tools Ltd.,40.65,57,39.9,1.879699248
Aananda Lakshmi Spinning Mills Ltd.,1.91,2.85,1.91,0
Aanchal Ispat Ltd.,4.49,18.9,3.77,19.09814324
AAR COMMERCIAL COMPANY Ltd.,6.02,6.03,5.47,10.05484461
Aarey Drugs and Pharmaceuticals Ltd.,25.1,42,11.5,118.2608696
Aarnav Fashions Ltd.,50.4,55.3,38,32.63157895
Aartech Solonics Ltd.,34,36.9,33.1,2.719033233
Aarti Drugs Ltd.,682.65,1025,105.56,546.6938234
Aarti Industries Ltd.,1122.8,1229.1,662.05,69.59444151
Aarti Surfactants Ltd.,865.45,865.45,222.5,288.9662921
AARV Infratel Ltd.,2.25,3.05,0.9,150
Aarvee Denim and Exports Ltd.,10.35,17,6.3,64.28571429
Aarya Global Shares and Securities Ltd.,0.46,0.68,0.44,4.545454545
AAVAS Financiers Ltd.,1471.9,2078.3,845.75,74.03488028
Aayush Food and Herbs Ltd.,30.75,72.95,12.8,140.234375
Aditya Birla Capital Ltd.,81.6,115.3,37.45,117.8905207
Aditya Birla Fashion & Retail-PP Ltd.,102.8,114.7,62,65.80645161
Aditya Birla Fashion & Retail - RE Ltd.,9.6,31.85,5,92
Aditya Birla Money Ltd.,42.5,47.45,16.25,161.5384615
Aditya Birla Nuvo Ltd.,1887.3,1933.55,1246,51.46869984
Aban Offshore Ltd.,23.6,34.9,12.6,87.3015873
ABans Enterprises Ltd.,158,303,125,26.4
ABB India Ltd.,983.55,1534.9,722.45,36.14090941
ABB Power Products and Systems India Ltd.,1010,1100,749.7,34.72055489
Abbott India Ltd.,15255,18569,11811.7,29.15160392
ABC Bearings Ltd.,437.65,568.9,170.3,156.9876688
ABC Gas International Ltd.,6.22,7.85,3.28,89.63414634
ABC India Ltd.,47.4,87,30.5,55.40983607
ABG Shipyard Ltd.,1.12,8.29,1.12,0
Abhijit Trading Company Ltd.,10,10,10,0
Abhinav Capital Services Ltd.,41.4,74,37.6,10.10638298
Abhinav Leasing & Finance Ltd.,0.67,1.33,0.67,0
Abhishek Corporation Ltd.,0.51,1.54,0.51,0
Abhishek Finlease Ltd.,12.2,12.75,6.25,95.2
Abhishek Infraventures Ltd.,0.92,3.6,0.91,1.098901099
Abirami Financial Services (India) Ltd.,3.94,7.4,2.55,54.50980392
ABL Biotechnologies Ltd.,0.81,1.85,0.73,10.95890411
ABM Knowledgeware Ltd.,105.1,132.8,28.55,268.1260946
ACC Ltd.,1691.65,1723.45,895.5,88.90563931
Accel Ltd.,9.36,14.59,3.25,188
Accelya Kale Solutions Ltd.,854,1247,800.5,6.683322923
Accentia Technologies Ltd.,3.11,13.75,2.46,26.42276423
Acclaim Industries Ltd.,0.63,1.94,0.56,12.5
Accurate Transformers Ltd.,24.35,39.65,22.15,9.93227991
ACE Edutrend Ltd.,1.6,2.35,1.6,0
Ace Men Engg Works Ltd.,24.1,25.8,16,50.625
Ace Software Exports Ltd.,14.25,21.2,11.25,26.66666667
Ace Tours Worldwide Ltd.,2.08,4.04,1.9,9.473684211
Acewin Agriteck Ltd.,8.9,11.6,4.02,121.3930348
Achal Investments Ltd.,0.28,1.05,0.28,0
ACI Infocom Ltd.,0.32,0.52,0.19,68.42105263
ACIL Cotton Industries Ltd.,0.18,0.19,0.18,0
Acknit Industries Ltd.,70,83.95,35.3,98.30028329
Acme Resources Ltd.,8.99,10.3,4.63,94.16846652
Acropetal Technologies Ltd.,1.67,1.86,1.45,15.17241379
Acrow (India) Ltd.,147.25,175.5,74.9,96.59546061
Acrysil (India) Ltd.,170,180.1,53.95,215.1065802
Action Construction Equipment Ltd.,87.15,93.8,31.5,176.6666667
Action Financial Services (India) Ltd.,6.3,9.34,6.23,1.123595506
Active Clothing Co Ltd.,8,25,5,60
Ad Manum Finance Ltd.,15,18.7,7.86,90.83969466
Adani Enterprises Ltd.,394.1,401.8,116.25,239.0107527
Adani Green Energy Ltd.,1058.75,1059.1,83.5,1167.964072
Adani Ports and Special Economic Zone Ltd.,379.55,405,203.4,86.6027532
Adani Power Ltd.,37.5,67.5,24.3,54.32098765
Adani Transmission Ltd.,367.75,372.9,147.5,149.3220339
Adarsh Mercantile Ltd.,5.9,5.9,5.9,0
Adarsh Plantation Projects Ltd.,5.09,5.35,2.66,91.35338346
ADC India Communications Ltd.,177.75,242.95,105.05,69.20514041
Adcon Capital Services Ltd.,8.54,10,8.54,0
Add-Shop Promotions Ltd.,72.15,72.15,16.8,329.4642857
Addi Industries Ltd.,6.6,8,6.6,0
ADF Foods Industries Ltd.,459.6,478.95,123.35,272.5982975
Adharshila Capital Services Ltd.,12.5,12.5,10,25
Adhbhut Infrastructure Ltd.,168.7,168.7,94.35,78.80233174
Adhunik Industries Ltd.,16.8,125.75,13.7,22.62773723
Adhunik Metaliks Ltd.,0.49,3.65,0.46,6.52173913
Adinath Bio-Labs Ltd.,0.3,0.35,0.21,42.85714286
Adinath Exim Resources Ltd.,5.95,13,4.7,26.59574468
ADINATH TEXTILES Ltd.,1.3,2.8,1.26,3.174603175
Aditri Industries Ltd.,0.56,1.62,0.38,47.36842105
Aditya Birla Chemicals Ltd.,225.2,251.95,200,12.6
Aditya Birla Fashion & Retail Ltd.,157.75,285.3,97.05,62.54507986
Aditya Consumer Marketing Ltd.,10.74,31.2,8.82,21.76870748
Aditya Forge Ltd.,3.11,4.51,2.85,9.122807018
Aditya Ispat Ltd.,7.04,8.34,2.63,167.6806084
Aditya Spinners Ltd.,5.4,7.88,2.86,88.81118881
Aditya Vision Ltd.,24.7,71.95,17.2,43.60465116
Ador Fontech Ltd.,33,49,23.6,39.83050847
Ador Multiproducts Ltd.,64.15,69.9,25.7,149.6108949
Ador Welding Ltd.,244.5,368.8,163.15,49.8620901
ADS Diagnostic Ltd.,11.34,10.8,10.8,5
Advait Infratech Ltd.,53,54.5,50,6
Advance Lifestyles Ltd.,38.4,50,32.75,17.2519084
Advance Metering Technology Ltd.,8,17.9,5.81,37.69363167
Advance Petrochemicals Ltd.,38.9,41,38.9,0
Advance PowerInfra Tech Ltd.,1.32,2.81,1,32
Advance Syntex Ltd.,7.25,19.8,6.45,12.40310078
Advanced Enzyme Technologies Ltd.,324,384.75,91.05,255.8484349
Advanced Micronic Devices Ltd.,9.55,9.73,4.75,101.0526316
Advani Hotels and Resorts (India) Ltd.,45.3,64.9,24.9,81.92771084
Advanta Ltd.,643.8,664.9,379.35,69.71134836
Advent Computer Services Ltd.,1.19,1.77,0.68,75
Advik Capital Ltd.,0.4,1.75,0.35,14.28571429
Advik Laboratories Ltd.,0.36,2,0.32,12.5
Advitiya Trade India Ltd.,12.87,91.95,10.8,19.16666667
Aegis Logistics Ltd.,228,266.95,108.1,110.9158187
Aeonian Investments Ltd.,185,221.55,97.5,89.74358974
Affle India Ltd.,2997.2,3143,908.95,229.7431102
Affordable Robotic & Automation Ltd.,45,80,19.55,130.1790281
Arvind Fashions Ltd.,136.2,400.95,110.55,23.20217096
APM Finvest Ltd.,14.74,19.8,9.8,50.40816327
Aftek Ltd.,1.63,7.88,1.55,5.161290323
Agarwal Industrial Corporation Ltd.,83.05,124.05,44,88.75
AGC Networks Ltd.,619.9,668.65,117.25,428.6993603
AGI Infra Ltd.,56.95,78.55,37.7,51.06100796
Agio Paper & Industries Ltd.,0.93,2.62,0.65,43.07692308
Adani Gas Ltd.,292.9,293.8,76.7,281.8774446
Agri-Tech (India) Ltd.,26.7,52.1,17,57.05882353
Agrimony Commodities Ltd.,4.4,5,3,46.66666667
Agro Dutch Industries Ltd.,1,1.65,0.98,2.040816327
Agro Tech Foods Ltd.,713.6,825,350,103.8857143
Ahlcon Parenteral (India) Ltd.,515,598,453.95,13.44861769
Ahluwalia Contracts India Ltd.,234.85,369.3,136.05,72.62036016
Ahmedabad Stellcr Ltd.,16.45,16.45,8.6,91.27906977
AI Champdany Industries Ltd.,10.55,13.87,6.24,69.07051282
AIA Engineering Ltd.,1739.8,1985.05,1111,56.59765977
Aikyam Intellectual Property Consultancy Ltd.,7.1,46.95,7.1,0
Aimco Pesticides Ltd.,93,119,32.4,187.037037
Aishwarya Technologies and Telecom Ltd.,1.6,3.09,0.91,75.82417582
Ajanta Pharma Ltd.,1547.3,1759.35,943,64.08271474
Ajanta Soya Ltd.,42.95,51.9,17.7,142.6553672
Ajcon Global Ltd.,18,27.4,13.6,32.35294118
AJEL Ltd.,2.13,5.35,1.98,7.575757576
Ajmera Realty and Infra India Ltd.,94.7,155.5,53,78.67924528
Ajwa Fun World and Resort Ltd.,6.22,23.9,6.22,0
Akar Auto Industries Ltd.,14.63,28.8,9.7,50.82474227
Akashdeep Metal Industries Ltd.,33.8,35.7,14.05,140.569395
AKI India Ltd.,12.25,13.1,6,104.1666667
AKM Lace and Embrotex Ltd.,14.4,24.75,12,20
Akme Star Housing Finance Ltd.,89,109,41,117.0731707
Aksh Optifibre Ltd.,6.49,9.8,2.68,142.1641791
Akshar Spintex Ltd Ltd.,18.3,20.3,5.3,245.2830189
AksharChem (India) Ltd.,199.75,340,140,42.67857143
Akzo Nobel India Ltd.,2037,2515,1730,17.74566474
Alacrity Securities Ltd.,8.5,10,5.75,47.82608696
Alan Scott Industries Ltd.,19.95,21,15.8,26.26582278
Alang Industries Gases Ltd.,6.88,39.95,6.88,0
Alankit Ltd.,15.5,21.7,8.25,87.87878788
Albert David Ltd.,413.65,568.35,255,62.21568627
Alchemist Ltd.,4.85,7.97,0.61,695.0819672
Alchemist Corporation Ltd.,6.8,14.6,4.43,53.49887133
Alchemist Realty Ltd.,1.25,1.8,0.8,56.25
Alembic Ltd.,92.65,122.75,25,270.6
Alembic Pharmaceuticals Ltd.,963.85,1128,436.1,121.0158221
Alexander Stamps  And Coin Ltd.,12.8,20.65,9.05,41.43646409
Alfa ICA (India) Ltd.,23.9,34.2,17.2,38.95348837
Alfa Transformer Ltd.,13.85,20.55,9.35,48.12834225
Alfavision Securities and Finance Ltd.,25.5,33,24.3,4.938271605
Alfred Herbert (India) Ltd.,545,650,490,11.2244898
Alicon Castalloy Ltd.,347,450.1,169.5,104.719764
Alka Diamond Industries Ltd.,9.25,13.15,8.89,4.049493813
Alka India Ltd.,0.19,0.31,0.19,0
Alka Securities Ltd.,0.24,0.28,0.19,26.31578947
Alkali Metals Ltd.,47.5,59.5,20.65,130.0242131
Alkem Laboratories Ltd.,2680.55,3089.55,1880.55,42.54074606
Alkyl Amines Chemicals Ltd.,3313.25,3600,853.4,288.241153
Allahabad Bank,7.61,57.3,7.1,7.183098592
Allcargo Logistics Ltd.,127.2,139.9,51.5,146.9902913
Alliance Integrated Metaliks Ltd.,15,20.4,7.25,106.8965517
Allied Computers International (Asia) Ltd.,0.49,0.49,0.49,0
Allied Digital Services Ltd.,23,27.1,10.7,114.953271
ALLSEC Technologies Ltd.,242.75,340,109.15,122.4003665
Almondz Global Securities Ltd.,12.75,20,8.82,44.55782313
Alok Industries Ltd.,24.1,61.4,2.02,1093.069307
Alora Trading Company Ltd.,1.01,4.08,1.06,4.716981132
Alpa Laboratories Ltd.,36.35,48.55,11.45,217.4672489
Alpha Graphic India Ltd.,2.39,29.55,2.28,4.824561404
Alpha Hi-Tech Fuel Ltd.,0.87,4.56,0.71,22.53521127
Alphageo (India) Ltd.,158.05,278.9,110.05,43.61653794
Alphalogic Techsys Ltd.,72,99.6,60.4,19.20529801
Alpine Housing Dev Corp Ltd.,14,14.99,7.41,88.93387314
Alps Industries Ltd.,0.97,2.79,0.61,59.01639344
Alps Motor Finance Ltd.,0.4,1.39,0.19,110.5263158
Alstone Textiles Ltd.,10,10,10,0
Alufluoride Ltd.,176.75,258,65,171.9230769
Amal Ltd.,175.5,210,79.05,122.0113852
Amalgamated Electricity Ltd.,33,34.8,31.43,4.99522749
Amani Trading & Exports Ltd.,65.1,65.1,60.05,8.409658618
Amar Remedies Ltd.,6.07,48,5.48,10.76642336
Amara Raja Batteries Ltd.,832,846,350.25,137.544611
Amardeep Industries Ltd.,0.88,0.88,0.8,10
Amarjothi Spinning Mills Ltd.,59.95,86.5,39,53.71794872
Amarnath Securities Ltd.,18,20.75,11.45,57.20524017
Amba Enterprises Ltd.,10.34,23.06,8.21,25.94397077
Ambalal Sarabhai Enterprise Ltd.,22,30.95,10.01,119.7802198
Amber Enterprises India Ltd.,2266.6,2544.95,921.6,145.9418403
Ambica Agar Ltd.,4,9.99,3.7,8.108108108
Ambika Cotton Mills Ltd.,715.1,935,421,69.85748219
Ambition Mica Ltd.,6.1,15.65,3.98,53.26633166
Ambitious Plastomac Ltd.,2.37,3,1.28,85.15625
Ambuja Cements Ltd.,267.5,271.95,136.65,95.75557995
Amco India Ltd.,29.5,34.5,12.65,133.201581
AMD Industries Ltd.,15.25,21.95,8.4,81.54761905
Amforge Industries Ltd.,1.71,2.4,0.5,242
Amin Tannery Ltd.,0.7,1.34,0.57,22.80701754
Amines and Plasticizers Ltd.,57.8,71,16.3,254.601227
Amit International Ltd.,2.6,4.14,2.09,24.40191388
Amit Securities Ltd.,3.46,3.86,1.38,150.7246377
Amit Spinning Industries Ltd.,0.69,1.42,0.69,0
AMJ Land Ltd.,23.55,24.8,13.1,79.77099237
Amrapali Capital and Finance Services Ltd.,5.69,17.9,5.69,0
Amrapali Fincap Ltd.,12.16,25.65,8.45,43.90532544
Amrapali Industries Ltd.,3.92,5.56,3.02,29.8013245
Amraworld Agrico Ltd.,0.48,0.67,0.28,71.42857143
Amrit Banaspati Company Ltd.,147.25,239.5,112.3,31.12199466
Amrit Corporation Ltd.,749,825,491,52.54582485
Amrutanjan Health Care Ltd.,486.5,558.7,251,93.8247012
AMS POLYMERS LIMITED Ltd.,20.25,20.25,20.25,0
Artemis Medicare Services Limi Ltd.,155.2,302.25,0,15520
Amsons Apparels Ltd.,0.73,1.54,0.55,32.72727273
Amtek Auto Ltd.,2.82,24.5,2.55,10.58823529
Anand Credit Ltd.,0.5,2.85,0.5,0
Anand Rayons Ltd.,32.1,40.9,24.2,32.6446281
Anant Raj Ltd.,18.2,40.8,13.35,36.32958801
Andhra Bank,9.14,33.3,7.95,14.96855346
Andhra Cement Ltd.,4.92,10.93,1.5,228
Andhra Paper Ltd.,189.5,333,115,64.7826087
Andhra Petro Ltd.,33,44.45,14.7,124.4897959
Andhra Sugars Ltd.,285.3,378.65,119,139.7478992
Andrew Yule and Company Ltd.,13.73,17.25,6.04,127.3178808
Aneri Fincap Ltd.,6.39,8.92,2.58,147.6744186
ANG Industries Ltd.,0.74,4.15,0.67,10.44776119
ANG Lifesciences India Ltd.,79.9,79.9,26.55,200.9416196
Angel Broking Ltd.,350.2,379.3,223,57.04035874
Angel Fibers Ltd.,7.3,10.25,3.6,102.7777778
Anik Industries Ltd.,11.76,17.7,5.89,99.66044143
Anil Ltd.,28.9,114,26.6,8.646616541
Anil Special Steel Industries Ltd.,1.08,1.52,1,8
Anisha Impex Ltd.,150.5,154,29.55,409.3062606
Anjani Portland Cement Ltd.,211.9,234.9,82.25,157.6291793
Anjani Finance Ltd.,0.97,1.13,0.86,12.79069767
Anjani Foods Ltd.,62.5,62.5,4.97,1157.545272
Anjani Synthetics Ltd.,14.5,15.24,9.96,45.58232932
Anka  India Ltd.,9.95,22.5,7.01,41.94008559
Ankit Metal and Power Ltd.,1.07,1.27,0.35,205.7142857
Ankur Drugs & Pharma Ltd.,3.93,20.2,3.65,7.671232877
Ankush Finstock Ltd.,3.79,8.3,3.79,0
Anmol India Ltd.,30.5,36.8,16.65,83.18318318
Anna Finance Ltd.,7.57,8.37,7.57,0
ANS Industries Ltd.,22.85,27.55,22,3.863636364
Ansal Buildwell Ltd.,33.5,40.7,18,86.11111111
Ansal Housing Ltd.,3.97,9.15,2.57,54.47470817
Ansal Properties & Infrastructure Ltd.,4.41,6.88,3.4,29.70588235
Anshuni Commercial Ltd.,3.99,3.99,3.99,0
Anubhav Infrastructure Ltd.,3.91,9.94,2.75,42.18181818
Anuh Pharma Ltd.,146,218.7,48.7,199.7946612
Anukaran Commercial Enterprises Ltd.,0.28,20.5,0.28,0
Anup Malleables Ltd.,17.5,17.5,17.2,1.744186047
Anupam Finserv Ltd.,8.5,35.45,7.11,19.54992968
Anus Laboratories Ltd.,0.24,0.74,0.19,26.31578947
Apar Industries Ltd.,316.7,569.8,235.1,34.70863462
Apcotex Industries Ltd.,160.5,194.4,64.35,149.4172494
Apex Capital And Finance Ltd.,45.6,48.85,42.05,8.442330559
Apex Frozen Foods Ltd.,275,444.75,132.05,108.2544491
Apis India Ltd.,18.4,18.4,18.05,1.939058172
Anuroop Packaging Ltd.,13.25,16,0,1325
APL Apollo Tubes Ltd.,3310,3375,1025,222.9268293
Aplab Ltd.,15.55,23.55,4.45,249.4382022
Aplaya Creations Ltd.,0.13,0.88,0.13,0
APM Industries Ltd.,14.25,23.35,10.65,33.8028169
Apollo Finvest (India) Ltd.,406.85,555,60,578.0833333
Apollo Hospitals Enterprises Ltd.,2308,2341.15,1047.45,120.3446465
Apollo Micro Systems Ltd.,111.95,142.7,40,179.875
Apollo Pipes Ltd.,688,691.4,220,212.7272727
Apollo Tricoat Tubes Ltd.,773,793.4,246.5,213.5902637
Apollo Tyres Ltd.,173.15,182.3,73.55,135.4180829
Apoorva Leasing Finance and Investment Company Ltd.,11.17,19.8,9.18,21.67755991
Apte Amalgamations Ltd.,92.85,99.2,79.6,16.64572864
Aptech Ltd.,120.45,191.4,65.55,83.75286041
Aptus Industries Ltd.,0.65,0.93,0.53,22.64150943
Aqua Logistics Ltd.,1.36,16.64,1.35,0.740740741
Arambhan Hospitality Ltd.,4.75,10.6,2.85,66.66666667
Aravali Securities and Finance Ltd.,1.57,3.77,1.48,6.081081081
ARC Finance Ltd.,1.37,1.37,0.23,495.6521739
Arcee Industries Ltd.,2.66,4.13,1.55,71.61290323
Archana Software Ltd.,1.8,2.06,1.63,10.42944785
Archidply Decor Ltd.,18.3,29,10,83
Archidply Industries Ltd.,27.95,33.1,12,132.9166667
Archies Ltd.,11.95,24.8,8.12,47.16748768
Shri Chlochem Ltd.,21.2,21.2,5.04,320.6349206
Arcotech Ltd.,2.01,4.2,0.75,168
Arcuttipore Tea Company Ltd.,1.82,2.23,0.87,109.1954023
Arex Industries Ltd.,62.8,107.9,31.4,100
Arfin India Ltd.,32.05,67,21.65,48.0369515
Aries Agro Ltd.,86.45,93.2,33.55,157.6751118
Arihant Avenues and Credit Ltd.,9.55,9.98,5.36,78.17164179
Arihant Capital Markets Ltd.,73.1,78.8,24.1,203.3195021
Arihant Foundations and Housing Ltd.,16.95,34,11.76,44.13265306
Arihant Institute Ltd.,2.28,7.75,2.05,11.2195122
Arihant Superstructures Ltd.,22.55,32.75,16.5,36.66666667
Arihant Tournesol Ltd.,17.9,48.9,17.9,0
Arihants Securities Ltd.,5.75,7.48,5.75,0
Arman Financial Services Ltd.,595.95,1119.95,287.3,107.4312565
Arman Holdings Ltd.,55.9,65.7,53.25,4.976525822
Arnav Corporation Ltd.,0.19,0.2,0.19,0
Arnold Holdings Ltd.,30,52.5,26.25,14.28571429
Aro Granite Industries Ltd.,29.7,46,15.35,93.48534202
Aroni Commercials Ltd.,115.1,115.1,77,49.48051948
Arora Fibres Ltd.,9.71,15.4,8,21.375
Arrow Greentech Ltd.,47.2,67.1,30.35,55.51894563
Arrow Textiles Ltd.,9.28,21.1,8.07,14.99380421
Arshiya Ltd.,13.64,20.03,6.74,102.3738872
ARSS Infrastructure Projects Ltd.,11.9,26.95,9.11,30.62568606
Artech Power Products Ltd.,0.51,1.92,0.51,0
Artefact Projects Ltd.,32.75,52.45,21.9,49.543379
Artemis Electricals Ltd.,55.85,189,52,7.403846154
Artemis Global Life Science Ltd.,51,88.9,42.05,21.28418549
Artson Engineering Ltd.,26.85,45.55,18.2,47.52747253
Aruna Hotels Ltd.,5.5,6.58,1.51,264.2384106
Arunjyoti Bio Ventures Ltd.,8,9.2,8,0
Arunjyoti Enterprises Ltd.,7.5,13.95,5.53,35.6238698
Arvind Ltd.,42.6,56,19,124.2105263
Arvind International Ltd.,1.63,5.37,1.42,14.78873239
Arvind Remedies Ltd.,4.7,21.49,3.78,24.33862434
Arvind SmartSpaces Ltd.,89.05,112.8,56.2,58.4519573
Aryaman Capital Markets Ltd.,33,47,27,22.22222222
Aryaman Financial Services Ltd.,43,55,30,43.33333333
Aryavan Enterprise Ltd.,9.5,26.75,8.08,17.57425743
Aryan Share & Stock Brokers Lt Ltd.,6,6.95,0,600
Asahi Fibres Ltd.,4.18,4.18,3.14,33.12101911
Asahi India Glass Ltd.,241.65,276.95,118.4,104.0962838
Asahi Infrastructure And Projects Ltd.,1.35,1.62,0.97,39.17525773
Asahi Songwon Colors Ltd.,228,256,63.05,261.6177637
Aseem Global Ltd.,2.7,3.34,2.24,20.53571429
Ashapura Intimates Fashion Ltd.,1.35,27.35,1.2,12.5
Ashapura Minechem Ltd.,78.1,91.15,18.7,317.6470588
Ashapuri Gold Ornament Ltd.,42,58.5,15,180
Ashari Agencies Ltd.,10.4,19.5,8,30
Ashco Niulab Industries Ltd.,0.29,0.73,0.21,38.0952381
Ashiana Agro Industries Ltd.,1.49,1.49,0.26,473.0769231
Ashiana Housing Ltd.,83,125,39,112.8205128
Ashiana Ispat Ltd.,10.03,15.2,5.99,67.4457429
Ashika Credit Capital Ltd.,23.05,45.05,13.85,66.42599278
Ashima Ltd.,8.15,9.8,3,171.6666667
Ashirwad Steel and Industries Ltd.,6.9,10.9,3.63,90.08264463
Ashirwad Capital Ltd.,1.98,3.39,1.7,16.47058824
Ashish Polyplast Ltd.,4.09,5.62,3.33,22.82282282
Ashnoor Textile Mills Ltd.,11.08,16.22,8.31,33.33333333
Ashok Alco-Chem Ltd.,43.15,54.1,13.3,224.4360902
Ashok Leyland Ltd.,91.75,93.15,33.7,172.2551929
Ashoka Buildcon Ltd.,71.3,121.6,37,92.7027027
Ashoka Metcast Ltd.,2.03,3.9,1.64,23.7804878
Ashoka Refineries Ltd.,5.64,10.28,5.64,0
Shree Ashtavinayak Cine Vision Ltd.,0.81,1.21,0.46,76.08695652
Ashutosh Paper Mills Ltd.,0.75,1.15,0.44,70.45454545
Asia Capital Ltd.,15.8,15.8,14.45,9.342560554
Asia Pack Ltd.,17.5,20.85,14.55,20.27491409
Asian Electronics Ltd.,1.78,4.09,1.48,20.27027027
Asian Energy Services Ltd.,89.9,143.4,63.8,40.90909091
Asian Films Production and Distribution Ltd.,2.4,3.04,1.28,87.5
Asian Flora Ltd.,2.73,0,0,273
Asian Granito India Ltd.,295.5,318,109.15,170.7283555
Asian Hotels (East) Ltd.,134.85,229,111.3,21.15902965
Asian Hotels (West) Ltd.,248,395,190,30.52631579
Asian Hotels (North) Ltd.,59,107,44.25,33.33333333
Asian Paints Ltd.,2186.95,2249.6,1431.85,52.73597095
Asian Petroproducts and Exports Ltd.,3.04,3.25,2.89,5.190311419
Asian Star Ltd.,660,825,556,18.70503597
Asian Tea and Exports Ltd.,13.11,17.66,5.45,140.5504587
Asiatic Food (Exports) Ltd.,10,129,31,67.74193548
Aar Shyam India Investment Com Ltd.,3.36,13.8,3.2,5
ASIS Logistics Ltd.,6.9,7.64,6.3,9.523809524
Asit C Mehta Financial Services Ltd.,43.5,55.9,35.35,23.05516266
ASM Technologies Ltd.,160,185.45,49.2,225.203252
Aspira Pathlab & Diagnostics Ltd.,24.3,38.3,20,21.5
Assam Entrade Ltd.,81,108.9,0,8100
Assam Company (India) Ltd.,0.54,3.1,0.45,20
Associated Alcohol and Breweries Ltd.,267,334.95,122,118.852459
Associated Rubber Industries Ltd.,108.75,129.7,103.6,4.971042471
Associated Stone Industries (Kotah) Ltd.,11.86,15.69,5.32,122.9323308
Astec Lifesciences Ltd.,988.2,1365,306,222.9411765
Aster DM Healthcare Ltd Ltd.,164.7,180.5,78.5,109.8089172
